mID,Model Name,Category,Screen Size,Screen,CPU,RAM, Storage,GPU,Osid,Weight,Price,modelID
15,XPS 13,Ultrabook,"13.3""",Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,C,1.23kg,"$1,379.00 ",1116
14,IdeaPad Y900-17ISK,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,256GB SSD +  1TB Hybrid,Nvidia GeForce GTX 980M,C,4.6kg,"$2,749.99 ",1117
10,Blade Stealth,Ultrabook,"12.5""",Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.25kg,"$1,029.00 ",1118
4,Portege X30-D-10K,Ultrabook,"13.3""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,C,1.05kg,"$2,226.00 ",1119
11,Rog GL752VW-T4308T,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,C,3.52kg,"$1,312.49 ",1120
13,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,"13.3""",Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,C,1.35kg,$196.00 ,1121
5,Spectre Pro,Notebook,"13.3""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.16kg,"$1,690.00 ",1122
5,EliteBook 1040,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.43kg,"$1,513.00 ",1123
15,Latitude E5570,Notebook,"15.6""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,B,2.09kg,$523.63 ,1124
11,VivoBook Max,Notebook,"15.6""",1366x768,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Intel HD Graphics 620,C,2kg,$435.00 ,1125
14,ThinkPad Yoga,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.8kg,"$1,669.00 ",1126
14,Yoga Book,2 in 1 Convertible,"10.1""",IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,C,0.69kg,$479.00 ,1127
5,EliteBook 820,Ultrabook,"12.5""",1366x768,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.26kg,"$1,895.00 ",1128
14,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,F,2.4kg,$989.00 ,1129
5,Omen -,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,C,3.35kg,"$1,129.00 ",1130
5,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,"15.6""",1366x768,Intel Core i7 7500U 2.7GHz,8GB,2TB HDD,Intel HD Graphics 620,C,2.04kg,$629.00 ,1131
14,ThinkPad P40,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD,Nvidia Quadro M500M,C,1.8kg,"$2,050.38 ",1132
11,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,"14.0""",1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,C,1.5kg,$278.00 ,1133
5,250 G6,Ultrabook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,C,1.84kg,$752.00 ,1134
16,Aspire E5-576G,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 940MX,C,2.23kg,$616.00 ,1135
14,IdeaPad 500-15ISK,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,1TB Hybrid,AMD Radeon R7 M360,C,2.5kg,"$1,099.00 ",1136
5,ZBook 17,Workstation,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M3000M,C,3kg,"$3,949.40 ",1137
15,Inspiron 5567,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,C,2.5kg,$784.00 ,1138
9,GT72S Dominator,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,C,3.78kg,"$2,399.00 ",1139
5,EliteBook 850,Ultrabook,"15.6""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.88kg,"$2,171.72 ",1140
14,ThinkPad X1,2 in 1 Convertible,"14.0""",IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 520,C,2.8kg,"$2,440.00 ",1141
9,GP62M 7RDX,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,C,2.4kg,"$1,142.80 ",1142
5,Spectre Pro,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.48kg,"$1,629.00 ",1143
5,ZBook 15,Workstation,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,C,2.59kg,"$2,229.00 ",1144
5,Spectre Pro,2 in 1 Convertible,"13.3""",Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.48kg,"$1,799.00 ",1145
5,ZBook Studio,Workstation,"15.6""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,C,2.0kg,"$1,899.00 ",1146
5,EliteBook 820,Ultrabook,"12.5""",Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.26kg,"$2,296.95 ",1147
15,Vostro 5568,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,C,2.18kg,"$1,009.90 ",1148
5,EliteBook 850,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.88kg,"$1,579.00 ",1149
14,ThinkPad X1,2 in 1 Convertible,"14.0""",IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.27kg,"$2,339.00 ",1150
14,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,F,1.9kg,$339.00 ,1151
5,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,"15.6""",1366x768,AMD E-Series 7110 1.8GHz,4GB,500GB HDD,AMD Radeon R2 Graphics,C,1.86kg,$297.00 ,1152
14,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1TB HDD,AMD Radeon R5 M330,F,2.32kg,$599.00 ,1153
15,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050Ti,C,2.62kg,"$1,199.00 ",1154
15,XPS 15,Notebook,"15.6""",IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,8GB,256GB SSD,Nvidia GeForce 960M,C,2.04kg,"$2,250.68 ",1155
5,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4GB,256GB SSD,AMD Radeon 520,C,1.91kg,$478.89 ,1156
9,GP72M 7REX,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,C,2.7kg,"$1,492.80 ",1157
14,ThinkPad T460s,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12GB,512GB SSD,Intel HD Graphics 520,C,1.4kg,"$2,299.00 ",1158
14,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1TB Hybrid,AMD Radeon R5 M330,C,2.5kg,$788.49 ,1159
5,Spectre Pro,2 in 1 Convertible,"13.3""",Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD,Intel HD Graphics 520,C,1.48kg,"$2,041.00 ",1160
14,ThinkPad T460,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.7kg,"$1,499.00 ",1161
9,GS40 Phantom,Gaming,"14.0""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,C,1.7kg,"$1,769.00 ",1162
5,Pavilion 15-cb003nv,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,C,2.62kg,$899.00 ,1163
14,IdeaPad 310-15ISK,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,Intel HD Graphics 520,C,2.2kg,$459.00 ,1164
5,250 G4,Notebook,"15.6""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,F,2.1kg,$476.99 ,1165
15,Inspiron 7567,Gaming,"15.6""",4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,C,2.62kg,"$1,498.00 ",1166
14,ThinkPad T570,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,C,1.95kg,"$1,390.00 ",1167
14,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 920MX ,C,2.2kg,$468.00 ,1168
5,Stream 14-AX000nv,Notebook,"14.0""",1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,C,1.44kg,$249.00 ,1169
9,PL60 7RD,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,C,2.2kg,$839.00 ,1170
5,250 G5,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.96kg,$679.00 ,1171
5,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,C,2.1kg,"$1,159.00 ",1172
11,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Intel HD Graphics,C,2.2kg,$369.00 ,1173
14,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,"15.6""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,F,2.1kg,$398.00 ,1174
14,IdeaPad 510-15IKB,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 940MX,F,2.2kg,$709.00 ,1175
11,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,"14.0""",Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,C,2kg,$769.00 ,1176
14,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,1TB Hybrid,Intel HD Graphics 520,C,2.32kg,$825.00 ,1177
14,IdeaPad Y700-15ISK,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD,Nvidia GeForce GTX 960,C,3.31kg,"$1,305.00 ",1178
9,GS60 Ghost,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,C,1.91kg,"$2,153.37 ",1179
5,ProBook 450,Notebook,"15.6""",1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,C,2.07kg,$650.00 ,1180
14,ThinkPad X1,2 in 1 Convertible,"14.0""",IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.36kg,"$1,637.00 ",1181
14,IdeaPad 310-15IKB,Ultrabook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6GB,256GB SSD,Nvidia GeForce 920M,C,1.54kg,$831.00 ,1182
15,Vostro 5568,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce GT 940MX,B,1.98kg,$895.01 ,1183
16,Aspire 3,Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3350 2GHz,4GB,500GB HDD,Intel HD Graphics 500,C,2.1kg,$333.00 ,1184
5,Pavilion 15-BC000nv,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6GB,1TB HDD,Nvidia GeForce GTX 960M,C,2.18kg,$799.00 ,1185
11,Rog GL552VW-DM201T,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,C,2.591kg,$909.00 ,1186
15,Inspiron 5578,2 in 1 Convertible,"15.6""",Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,C,2.09kg,"$1,179.00 ",1187
16,Aspire E5-576G,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Nvidia GeForce 940MX,C,2.23kg,$691.00 ,1188
15,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,B,1.23kg,"$1,099.00 ",1189
16,Predator G9-793,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,C,4.2kg,"$2,599.00 ",1190
14,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,C,2.4kg,$819.00 ,1191
12,Chromebook Plus,2 in 1 Convertible,"12.3""",IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4GB,32GB Flash Storage,ARM Mali T860 MP4,A,1.15kg,$659.00 ,1192
5,250 G6,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,C,1.86kg,$485.00 ,1193
19,"MacBook 12""",Ultrabook,"12.0""",IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,256GB Flash Storage,Intel HD Graphics 5300,E,0.920kg,"$1,163.00 ",1194
15,Inspiron 7378,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,C,1.6kg,"$1,199.00 ",1195
5,Pavilion Power,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,C,2.21kg,"$1,327.00 ",1196
14,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,F,1.9kg,$368.00 ,1197
11,Rog G752VY-GC229T,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,C,4.3kg,"$2,150.00 ",1198
16,Aspire 3,Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3350 2GHz,4GB,1TB HDD,Intel HD Graphics 500,B,2.1kg,$272.00 ,1199
9,GS73VR 7RF,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,C,2.43kg,"$2,048.90 ",1200
15,Inspiron 5567,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,AMD Radeon R7 M440,C,2.3kg,$499.00 ,1201
14,IdeaPad 310-15ISK,Notebook,"15.6""",1366x768,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,Nvidia GeForce 920MX,F,2.2kg,$629.00 ,1202
15,Inspiron 5579,2 in 1 Convertible,"15.6""",Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,C,2kg,"$1,285.00 ",1203
15,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,C,1.2kg,"$2,680.00 ",1204
11,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Nvidia GeForce GTX 1060,C,2.2kg,"$1,169.00 ",1205
15,Inspiron 5567,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M445,C,2.36kg,$889.00 ,1206
5,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,C,1.91kg,$579.00 ,1207
14,IdeaPad 320-15AST,Notebook,"15.6""",1366x768,AMD E-Series 9000 2.2GHz,4GB,500GB HDD,AMD Radeon R2 Graphics,C,2.2kg,$299.00 ,1208
16,Aspire E5-774G,Notebook,"17.3""",1600x900,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,Nvidia GeForce 940MX,C,3.3kg,$629.00 ,1209
11,Rog Strix,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,C,2.2kg,"$2,449.00 ",1210
19,"MacBook 12""",Ultrabook,"12.0""",IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8GB,512GB Flash Storage,Intel HD Graphics 515,E,0.920kg,"$1,279.00 ",1211
11,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,C,2.2kg,"$1,749.00 ",1212
9,GS73VR Stealth,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,C,2.43kg,"$1,948.99 ",1213
15,Inspiron 7579,2 in 1 Convertible,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,C,2.191kg,$999.00 ,1214
11,ROG Strix,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,C,2.9kg,"$1,949.00 ",1215
16,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,"11.6""",1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2GB,32GB SSD,Intel HD Graphics,A,1.3kg,$174.00 ,1216
16,E5 774G,Notebook,"17.3""",1600x900,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 940MX,C,3.3kg,$598.00 ,1217
14,IdeaPad 320-17IKB,Notebook,"17.3""",1600x900,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,F,2.8kg,$539.00 ,1218
14,IdeaPad Y700-15ISK,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960<U+039C>,C,2.6kg,"$1,272.00 ",1219
16,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,8GB,256GB SSD,Intel HD Graphics 615,C,1.2kg,"$1,149.00 ",1220
14,Thinkpad T560,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,C,2.3kg,"$1,529.00 ",1221
9,GP62MVR 6RF,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,C,2.2kg,"$1,476.11 ",1222
5,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,"15.6""",Full HD 1920x1080,AMD A12-Series 9720P 2.7GHz,6GB,1TB HDD,AMD Radeon 530,C,2.1kg,$529.00 ,1223
15,Latitude E7270,Ultrabook,"12.5""",Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.26kg,"$1,713.37 ",1224
15,Inspiron 5578,2 in 1 Convertible,"15.0""",Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,C,2.08kg,$509.00 ,1225
11,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,"15.6""",1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Intel HD Graphics 405,C,2.65kg,$309.00 ,1226
15,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,C,1.29kg,"$1,477.00 ",1227
15,Vostro 3568,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 520,B,2.18kg,$521.86 ,1228
14,IdeaPad Y700-15ISK,Gaming,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,C,2.6kg,"$1,029.00 ",1229
9,GL62M 7RDX,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,C,2.2kg,"$1,149.00 ",1230
14,ThinkPad Yoga,Netbook,"12.5""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.50GHz,16GB,512GB SSD,Intel HD Graphics 520,C,1.3kg,"$1,650.00 ",1231
10,Blade Pro,Gaming,"14.0""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia GeForce GTX 1060,C,1.95kg,"$3,499.00 ",1232
15,Inspiron 3567,Notebook,"15.6""",Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Intel HD Graphics 620,C,2.3kg,$469.01 ,1233
9,GE72VR Apache,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,C,2.7kg,"$1,598.00 ",1234
19,MacBook Air,Ultrabook,"11.6""",1366x768,Intel Core i5 1.6GHz,4GB,256GB Flash Storage,Intel HD Graphics 6000,E,1.08kg,$959.00 ,1235
5,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,C,2.1kg,$478.00 ,1236
5,EliteBook 840,Ultrabook,"14.0""",2560x1440,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.54kg,"$2,198.19 ",1237
15,Vostro 3559,Notebook,"15.6""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,C,2.24kg,$737.00 ,1238
9,GL62 6QF,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,C,2.3kg,"$1,169.00 ",1239
14,ThinkPad 13,Notebook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,C,1.4kg,"$1,499.00 ",1240
14,IdeaPad 320-15ABR,Notebook,"15.6""",Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6GB,256GB SSD,AMD Radeon 530,C,2.2kg,$597.57 ,1241
11,ZenBook UX310UA-WB71,Ultrabook,"13.3""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,C,1.45kg,"$1,280.00 ",1242
16,Aspire ES1-572,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2.0GHz,4GB,500GB HDD,Intel HD Graphics 520,B,2.4kg,$361.80 ,1243
15,Inspiron 7779,2 in 1 Convertible,"17.3""",Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Nvidia GeForce 940MX,C,2.77kg,"$1,799.00 ",1244
5,EliteBook 840,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,C,1.54kg,"$1,099.99 ",1245
11,Rog GL553VE-FY052T,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,C,2.5kg,"$1,600.00 ",1246
15,Latitude 5480,Notebook,"14.0""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,C,1.6kg,$875.00 ,1247
11,Rog GL502VS,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,C,2.34kg,"$2,325.00 ",1248
